Exporting Country,Year,Exports in Millions,Importing Country
Spain,2015,73,Turkey
Switzerland,2015,,Turkey
Taiwan (ROC),2015,,Turkey
United Kingdom,2015,,Turkey
United States,2015,318,Turkey
Canada,2016,,Turkey
China,2016,,Turkey
Denmark,2016,,Turkey
France,2016,,Turkey
Germany (FRG),2016,2,Turkey
Israel,2016,,Turkey
Italy,2016,238,Turkey
Netherlands,2016,,Turkey
Norway,2016,,Turkey
Russia,2016,,Turkey
Saudi Arabia,2016,,Turkey
South Korea,2016,6,Turkey
Spain,2016,,Turkey
Switzerland,2016,,Turkey
Taiwan (ROC),2016,,Turkey
United Kingdom,2016,,Turkey
United States,2016,192,Turkey
Austria,1988,,UAE
Austria,1989,,UAE
Austria,1990,,UAE
Austria,1991,,UAE
Austria,1992,,UAE
Austria,1993,,UAE
Austria,1994,,UAE
Austria,1995,,UAE
Austria,1996,,UAE
Austria,1997,,UAE
Austria,1998,,UAE
Austria,1999,,UAE
Austria,2000,,UAE
Austria,2001,,UAE
Austria,2002,,UAE
Austria,2003,,UAE
Austria,2004,,UAE
Austria,2005,,UAE
Austria,2006,2,UAE
Austria,2007,2,UAE
Austria,2008,3,UAE
Austria,2009,3,UAE
Austria,2010,2,UAE
Austria,2011,,UAE
Austria,2012,,UAE
Austria,2013,,UAE
Austria,2014,,UAE
Austria,2015,,UAE
Austria,2016,,UAE
Bulgaria,1988,,UAE
Bulgaria,1989,,UAE
Bulgaria,1990,,UAE
Bulgaria,1991,,UAE
Bulgaria,1992,,UAE
Bulgaria,1993,,UAE
Bulgaria,1994,,UAE
Bulgaria,1995,,UAE
Bulgaria,1996,,UAE
Bulgaria,1997,,UAE
Bulgaria,1998,,UAE
Bulgaria,1999,,UAE
Bulgaria,2000,,UAE
Bulgaria,2001,,UAE
Bulgaria,2002,,UAE
Bulgaria,2003,18,UAE
Bulgaria,2004,,UAE
Bulgaria,2005,,UAE
Bulgaria,2006,,UAE
Bulgaria,2007,,UAE
Bulgaria,2008,,UAE
Bulgaria,2009,,UAE
Bulgaria,2010,,UAE
Bulgaria,2011,,UAE
Bulgaria,2012,,UAE
Bulgaria,2013,,UAE
Bulgaria,2014,,UAE
Bulgaria,2015,,UAE
Bulgaria,2016,,UAE
Canada,1988,,UAE
Canada,1989,,UAE
Canada,1990,,UAE
Canada,1991,,UAE
Canada,1992,,UAE
Canada,1993,,UAE
Canada,1994,,UAE
Canada,1995,,UAE
Canada,1996,,UAE
Canada,1997,,UAE
Canada,1998,,UAE
Canada,1999,,UAE
Canada,2000,,UAE
Canada,2001,,UAE
Canada,2002,,UAE
Canada,2003,,UAE
Canada,2004,,UAE
Canada,2005,,UAE
Canada,2006,,UAE
Canada,2007,,UAE
Canada,2008,,UAE
Canada,2009,,UAE
Canada,2010,2,UAE
Canada,2011,13,UAE
Canada,2012,11,UAE
Canada,2013,5,UAE
Canada,2014,13,UAE
Canada,2015,12,UAE
Canada,2016,7,UAE
China,1988,,UAE
China,1989,,UAE
China,1990,,UAE
China,1991,,UAE
China,1992,,UAE
China,1993,7,UAE
China,1994,7,UAE
China,1995,,UAE
China,1996,,UAE
China,1997,,UAE
China,1998,,UAE
China,1999,,UAE
China,2000,,UAE
China,2001,,UAE
China,2002,,UAE
China,2003,,UAE
China,2004,,UAE
China,2005,,UAE
China,2006,,UAE
China,2007,,UAE
China,2008,,UAE
China,2009,,UAE
China,2010,,UAE
China,2011,,UAE
China,2012,,UAE
China,2013,6,UAE
China,2014,,UAE
China,2015,,UAE
China,2016,,UAE
Denmark,1988,,UAE
Denmark,1989,,UAE
Denmark,1990,,UAE
Denmark,1991,,UAE
Denmark,1992,,UAE
Denmark,1993,,UAE
Denmark,1994,,UAE
Denmark,1995,,UAE
Denmark,1996,,UAE
Denmark,1997,,UAE
Denmark,1998,,UAE
Denmark,1999,,UAE
Denmark,2000,,UAE
Denmark,2001,,UAE
Denmark,2002,,UAE
Denmark,2003,,UAE
Denmark,2004,,UAE
Denmark,2005,,UAE
Denmark,2006,,UAE
Denmark,2007,,UAE
Denmark,2008,,UAE
Denmark,2009,,UAE
Denmark,2010,,UAE
Denmark,2011,1,UAE
Denmark,2012,,UAE
Denmark,2013,2,UAE
Denmark,2014,,UAE
Denmark,2015,1,UAE
Denmark,2016,2,UAE
Finland,1988,,UAE
Finland,1989,,UAE
Finland,1990,,UAE
Finland,1991,,UAE
Finland,1992,,UAE
Finland,1993,,UAE
Finland,1994,,UAE
Finland,1995,,UAE
Finland,1996,,UAE
Finland,1997,,UAE
Finland,1998,,UAE
Finland,1999,,UAE
Finland,2000,,UAE
Finland,2001,,UAE
Finland,2002,,UAE
Finland,2003,,UAE
Finland,2004,,UAE
Finland,2005,,UAE
Finland,2006,,UAE
Finland,2007,,UAE
Finland,2008,2,UAE
Finland,2009,,UAE
Finland,2010,3,UAE
Finland,2011,,UAE
Finland,2012,,UAE
Finland,2013,1,UAE
Finland,2014,2,UAE
Finland,2015,1,UAE
Finland,2016,12,UAE
France,1988,,UAE
France,1989,544,UAE
France,1990,337,UAE
France,1991,103,UAE
France,1992,,UAE
France,1993,25,UAE
France,1994,45,UAE
France,1995,109,UAE
France,1996,232,UAE
France,1997,262,UAE
France,1998,262,UAE
France,1999,272,UAE
France,2000,161,UAE
France,2001,155,UAE
France,2002,196,UAE
France,2003,604,UAE
France,2004,823,UAE
France,2005,898,UAE
France,2006,918,UAE
France,2007,357,UAE
France,2008,58,UAE
France,2009,23,UAE
France,2010,63,UAE
France,2011,104,UAE
France,2012,5,UAE
France,2013,272,UAE
France,2014,,UAE
France,2015,167,UAE
France,2016,336,UAE
Germany (FRG),1988,,UAE
Germany (FRG),1989,,UAE
Germany (FRG),1990,164,UAE
Germany (FRG),1991,76,UAE
Germany (FRG),1992,,UAE
Germany (FRG),1993,,UAE
Germany (FRG),1994,1,UAE
Germany (FRG),1995,6,UAE
Germany (FRG),1996,15,UAE
Germany (FRG),1997,19,UAE
Germany (FRG),1998,17,UAE
Germany (FRG),1999,16,UAE
Germany (FRG),2000,9,UAE
Germany (FRG),2001,9,UAE
Germany (FRG),2002,9,UAE
Germany (FRG),2003,4,UAE
Germany (FRG),2004,5,UAE
Germany (FRG),2005,4,UAE
Germany (FRG),2006,46,UAE
Germany (FRG),2007,4,UAE
Germany (FRG),2008,4,UAE
Germany (FRG),2009,6,UAE
Germany (FRG),2010,32,UAE
Germany (FRG),2011,8,UAE
Germany (FRG),2012,,UAE
Germany (FRG),2013,27,UAE
Germany (FRG),2014,71,UAE
Germany (FRG),2015,11,UAE
Germany (FRG),2016,21,UAE
Indonesia,1988,,UAE
Indonesia,1989,,UAE
Indonesia,1990,,UAE
Indonesia,1991,,UAE
Indonesia,1992,,UAE
Indonesia,1993,16,UAE
Indonesia,1994,16,UAE
Indonesia,1995,25,UAE
Indonesia,1996,,UAE
Indonesia,1997,,UAE
Indonesia,1998,,UAE
Indonesia,1999,,UAE
Indonesia,2000,,UAE
Indonesia,2001,,UAE
Indonesia,2002,,UAE
Indonesia,2003,,UAE
Indonesia,2004,,UAE
Indonesia,2005,,UAE
Indonesia,2006,,UAE
Indonesia,2007,,UAE
Indonesia,2008,,UAE
Indonesia,2009,,UAE
Indonesia,2010,,UAE
Indonesia,2011,,UAE
Indonesia,2012,,UAE
Indonesia,2013,,UAE
Indonesia,2014,,UAE
Indonesia,2015,,UAE
Indonesia,2016,,UAE
Italy,1988,11,UAE
Italy,1989,15,UAE
Italy,1990,8,UAE
Italy,1991,14,UAE
Italy,1992,10,UAE
Italy,1993,5,UAE
Italy,1994,5,UAE
Italy,1995,15,UAE
Italy,1996,,UAE
Italy,1997,,UAE
Italy,1998,,UAE
Italy,1999,,UAE
Italy,2000,,UAE
Italy,2001,,UAE
Italy,2002,,UAE
Italy,2003,,UAE
Italy,2004,,UAE
Italy,2005,,UAE
Italy,2006,6,UAE
Italy,2007,36,UAE
Italy,2008,,UAE
Italy,2009,,UAE
Italy,2010,,UAE
Italy,2011,3,UAE
Italy,2012,3,UAE
Italy,2013,316,UAE
Italy,2014,20,UAE
Italy,2015,77,UAE
Italy,2016,11,UAE
Libya,1988,,UAE
Libya,1989,,UAE
Libya,1990,,UAE
Libya,1991,,UAE
Libya,1992,,UAE
Libya,1993,,UAE
Libya,1994,,UAE
Libya,1995,,UAE
Libya,1996,,UAE
Libya,1997,,UAE
Libya,1998,,UAE
Libya,1999,,UAE
Libya,2000,,UAE
Libya,2001,,UAE
Libya,2002,,UAE
Libya,2003,,UAE
Libya,2004,,UAE
Libya,2005,,UAE
Libya,2006,18,UAE
Libya,2007,,UAE
Libya,2008,,UAE
Libya,2009,18,UAE
Libya,2010,18,UAE
Libya,2011,,UAE
Libya,2012,,UAE
Libya,2013,,UAE
Libya,2014,,UAE
Libya,2015,,UAE
Libya,2016,,UAE
Netherlands,1988,,UAE
Netherlands,1989,,UAE
Netherlands,1990,10,UAE
Netherlands,1991,10,UAE
Netherlands,1992,,UAE
Netherlands,1993,,UAE
Netherlands,1994,,UAE
Netherlands,1995,,UAE
Netherlands,1996,,UAE
Netherlands,1997,227,UAE
Netherlands,1998,234,UAE
Netherlands,1999,25,UAE
Netherlands,2000,2,UAE
Netherlands,2001,2,UAE
Netherlands,2002,,UAE
Netherlands,2003,,UAE
Netherlands,2004,,UAE
Netherlands,2005,,UAE
Netherlands,2006,,UAE
Netherlands,2007,,UAE
Netherlands,2008,,UAE
Netherlands,2009,,UAE
Netherlands,2010,,UAE
Netherlands,2011,,UAE
Netherlands,2012,,UAE
Netherlands,2013,,UAE
Netherlands,2014,,UAE
Netherlands,2015,,UAE
Netherlands,2016,,UAE
New Zealand,1988,,UAE
New Zealand,1989,,UAE
New Zealand,1990,,UAE
New Zealand,1991,,UAE
New Zealand,1992,,UAE
New Zealand,1993,,UAE
New Zealand,1994,,UAE
New Zealand,1995,,UAE
New Zealand,1996,,UAE
New Zealand,1997,,UAE
New Zealand,1998,,UAE
New Zealand,1999,,UAE
New Zealand,2000,,UAE
New Zealand,2001,,UAE
New Zealand,2002,,UAE
New Zealand,2003,,UAE
New Zealand,2004,,UAE
New Zealand,2005,,UAE
New Zealand,2006,,UAE
New Zealand,2007,,UAE
New Zealand,2008,,UAE
New Zealand,2009,,UAE
New Zealand,2010,,UAE
New Zealand,2011,,UAE
New Zealand,2012,,UAE
New Zealand,2013,,UAE
New Zealand,2014,,UAE
New Zealand,2015,1,UAE
New Zealand,2016,,UAE
North Korea,1988,,UAE
North Korea,1989,44,UAE
North Korea,1990,,UAE
North Korea,1991,,UAE
North Korea,1992,,UAE
North Korea,1993,,UAE
North Korea,1994,,UAE
North Korea,1995,,UAE
North Korea,1996,,UAE
North Korea,1997,,UAE
North Korea,1998,,UAE
North Korea,1999,,UAE
North Korea,2000,,UAE
North Korea,2001,,UAE
North Korea,2002,,UAE
North Korea,2003,,UAE
North Korea,2004,,UAE
North Korea,2005,,UAE
North Korea,2006,,UAE
North Korea,2007,,UAE
North Korea,2008,,UAE
North Korea,2009,,UAE
North Korea,2010,,UAE
North Korea,2011,,UAE
North Korea,2012,,UAE
North Korea,2013,,UAE
North Korea,2014,,UAE
North Korea,2015,,UAE
North Korea,2016,,UAE
Romania,1988,,UAE
Romania,1989,,UAE
Romania,1990,,UAE
Romania,1991,,UAE
Romania,1992,,UAE
Romania,1993,16,UAE
Romania,1994,24,UAE
Romania,1995,,UAE
Romania,1996,,UAE
Romania,1997,,UAE
Romania,1998,,UAE
Romania,1999,,UAE
Romania,2000,,UAE
Romania,2001,,UAE
Romania,2002,,UAE
Romania,2003,,UAE
Romania,2004,,UAE
Romania,2005,,UAE
Romania,2006,8,UAE
Romania,2007,32,UAE
Romania,2008,,UAE
Romania,2009,,UAE
Romania,2010,,UAE
Romania,2011,,UAE
Romania,2012,,UAE
Romania,2013,,UAE
Romania,2014,,UAE
Romania,2015,,UAE
Romania,2016,,UAE
Russia,1988,,UAE
Russia,1989,,UAE
Russia,1990,,UAE
Russia,1991,,UAE
Russia,1992,116,UAE
Russia,1993,138,UAE
Russia,1994,196,UAE
Russia,1995,202,UAE
Russia,1996,36,UAE
Russia,1997,99,UAE
Russia,1998,133,UAE
Russia,1999,68,UAE
Russia,2000,44,UAE
Russia,2001,,UAE
Russia,2002,,UAE
Russia,2003,,UAE
Russia,2004,,UAE
Russia,2005,,UAE
Russia,2006,,UAE
Russia,2007,,UAE
Russia,2008,1,UAE
Russia,2009,113,UAE
Russia,2010,288,UAE
Russia,2011,90,UAE
Russia,2012,90,UAE
Russia,2013,90,UAE
Russia,2014,,UAE
Russia,2015,,UAE
Russia,2016,,UAE
Singapore,1988,,UAE
Singapore,1989,30,UAE
Singapore,1990,,UAE
Singapore,1991,,UAE
Singapore,1992,,UAE
Singapore,1993,,UAE
Singapore,1994,,UAE
Singapore,1995,,UAE
Singapore,1996,,UAE
Singapore,1997,,UAE
Singapore,1998,,UAE
Singapore,1999,,UAE
Singapore,2000,,UAE
Singapore,2001,,UAE
Singapore,2002,,UAE
Singapore,2003,,UAE
Singapore,2004,,UAE
Singapore,2005,,UAE
Singapore,2006,,UAE
Singapore,2007,,UAE
Singapore,2008,,UAE
Singapore,2009,1,UAE
Singapore,2010,1,UAE
Singapore,2011,1,UAE
Singapore,2012,1,UAE
Singapore,2013,1,UAE
Singapore,2014,1,UAE
Singapore,2015,2,UAE
Singapore,2016,,UAE
South Africa,1988,,UAE
South Africa,1989,,UAE
South Africa,1990,,UAE
South Africa,1991,9,UAE
South Africa,1992,54,UAE
South Africa,1993,54,UAE
South Africa,1994,,UAE
South Africa,1995,,UAE
South Africa,1996,1,UAE
South Africa,1997,,UAE
South Africa,1998,,UAE
South Africa,1999,,UAE
South Africa,2000,,UAE
South Africa,2001,,UAE
South Africa,2002,,UAE
South Africa,2003,1,UAE
South Africa,2004,,UAE
South Africa,2005,,UAE
South Africa,2006,13,UAE
South Africa,2007,1,UAE
South Africa,2008,,UAE
South Africa,2009,2,UAE
South Africa,2010,3,UAE
South Africa,2011,2,UAE
South Africa,2012,2,UAE
South Africa,2013,6,UAE
South Africa,2014,11,UAE
South Africa,2015,20,UAE
South Africa,2016,20,UAE
Spain,1988,,UAE
Spain,1989,,UAE
Spain,1990,,UAE
Spain,1991,,UAE
Spain,1992,,UAE
Spain,1993,,UAE
Spain,1994,,UAE
Spain,1995,,UAE
Spain,1996,,UAE
Spain,1997,,UAE
Spain,1998,,UAE
Spain,1999,,UAE
Spain,2000,,UAE
Spain,2001,,UAE
Spain,2002,,UAE
Spain,2003,,UAE
Spain,2004,,UAE
Spain,2005,,UAE
Spain,2006,,UAE
Spain,2007,,UAE
Spain,2008,,UAE
Spain,2009,,UAE
Spain,2010,,UAE
Spain,2011,,UAE
Spain,2012,,UAE
Spain,2013,294,UAE
Spain,2014,,UAE
Spain,2015,,UAE
Spain,2016,,UAE
Sweden,1988,,UAE
Sweden,1989,,UAE
Sweden,1990,20,UAE
Sweden,1991,7,UAE
Sweden,1992,,UAE
Sweden,1993,,UAE
Sweden,1994,,UAE
Sweden,1995,,UAE
Sweden,1996,8,UAE
Sweden,1997,8,UAE
Sweden,1998,8,UAE
Sweden,1999,,UAE
Sweden,2000,,UAE
Sweden,2001,,UAE
Sweden,2002,,UAE
Sweden,2003,,UAE
Sweden,2004,,UAE
Sweden,2005,,UAE
Sweden,2006,9,UAE
Sweden,2007,9,UAE
Sweden,2008,1,UAE
Sweden,2009,1,UAE
Sweden,2010,40,UAE
Sweden,2011,47,UAE
Sweden,2012,,UAE
Sweden,2013,72,UAE
Sweden,2014,57,UAE
Sweden,2015,65,UAE
Sweden,2016,17,UAE
Switzerland,1988,,UAE
Switzerland,1989,2,UAE
Switzerland,1990,,UAE
Switzerland,1991,,UAE
Switzerland,1992,,UAE
Switzerland,1993,,UAE
Switzerland,1994,,UAE
Switzerland,1995,,UAE
Switzerland,1996,,UAE
Switzerland,1997,,UAE
Switzerland,1998,,UAE
Switzerland,1999,,UAE
Switzerland,2000,,UAE
Switzerland,2001,,UAE
Switzerland,2002,,UAE
Switzerland,2003,,UAE
Switzerland,2004,,UAE
Switzerland,2005,,UAE
Switzerland,2006,,UAE
Switzerland,2007,,UAE
Switzerland,2008,,UAE
Switzerland,2009,,UAE
Switzerland,2010,,UAE
Switzerland,2011,78,UAE
Switzerland,2012,44,UAE
Switzerland,2013,,UAE
Switzerland,2014,,UAE
Switzerland,2015,,UAE
Switzerland,2016,,UAE
Turkey,1988,,UAE
Turkey,1989,,UAE
Turkey,1990,,UAE
Turkey,1991,,UAE
Turkey,1992,,UAE
Turkey,1993,,UAE
Turkey,1994,,UAE
Turkey,1995,,UAE
Turkey,1996,,UAE
Turkey,1997,,UAE
Turkey,1998,,UAE
Turkey,1999,20,UAE
Turkey,2000,16,UAE
Turkey,2001,,UAE
Turkey,2002,,UAE
Turkey,2003,,UAE
Turkey,2004,,UAE
Turkey,2005,9,UAE
Turkey,2006,7,UAE
Turkey,2007,7,UAE
Turkey,2008,7,UAE
Turkey,2009,,UAE
Turkey,2010,3,UAE
Turkey,2011,,UAE
Turkey,2012,10,UAE
Turkey,2013,20,UAE
Turkey,2014,20,UAE
Turkey,2015,80,UAE
Turkey,2016,80,UAE
Ukraine,1988,,UAE
Ukraine,1989,,UAE
Ukraine,1990,,UAE
Ukraine,1991,,UAE
Ukraine,1992,,UAE
Ukraine,1993,,UAE
Ukraine,1994,,UAE
Ukraine,1995,,UAE
Ukraine,1996,,UAE
Ukraine,1997,,UAE
Ukraine,1998,,UAE
Ukraine,1999,,UAE
Ukraine,2000,,UAE
Ukraine,2001,,UAE
Ukraine,2002,,UAE
Ukraine,2003,22,UAE
Ukraine,2004,,UAE
Ukraine,2005,,UAE
Ukraine,2006,,UAE
Ukraine,2007,,UAE
Ukraine,2008,,UAE
Ukraine,2009,,UAE
Ukraine,2010,,UAE
Ukraine,2011,,UAE
Ukraine,2012,,UAE
Ukraine,2013,,UAE
Ukraine,2014,,UAE
Ukraine,2015,,UAE
Ukraine,2016,,UAE
United Kingdom,1988,9,UAE
United Kingdom,1989,12,UAE
United Kingdom,1990,15,UAE
United Kingdom,1991,16,UAE
United Kingdom,1992,20,UAE
United Kingdom,1993,226,UAE
United Kingdom,1994,59,UAE
United Kingdom,1995,36,UAE
United Kingdom,1996,34,UAE
United Kingdom,1997,68,UAE
United Kingdom,1998,83,UAE
United Kingdom,1999,22,UAE
United Kingdom,2000,,UAE
United Kingdom,2001,2,UAE
United Kingdom,2002,,UAE
United Kingdom,2003,,UAE
United Kingdom,2004,2,UAE
United Kingdom,2005,,UAE
United Kingdom,2006,,UAE
United Kingdom,2007,,UAE
United Kingdom,2008,,UAE
United Kingdom,2009,,UAE
United Kingdom,2010,,UAE
United Kingdom,2011,,UAE
United Kingdom,2012,,UAE
United Kingdom,2013,66,UAE
United Kingdom,2014,,UAE
United Kingdom,2015,,UAE
United Kingdom,2016,,UAE
United States,1988,22,UAE
United States,1989,6,UAE
United States,1990,6,UAE
United States,1991,,UAE
United States,1992,,UAE
United States,1993,92,UAE
United States,1994,213,UAE
United States,1995,26,UAE
United States,1996,154,UAE
United States,1997,6,UAE
United States,1998,21,UAE
United States,1999,15,UAE
United States,2000,15,UAE
United States,2001,19,UAE
United States,2002,18,UAE
United States,2003,36,UAE
United States,2004,380,UAE
United States,2005,1259,UAE
United States,2006,994,UAE
United States,2007,472,UAE
United States,2008,677,UAE
United States,2009,394,UAE
United States,2010,153,UAE
United States,2011,863,UAE
United States,2012,923,UAE
United States,2013,1063,UAE
United States,2014,542,UAE
United States,2015,814,UAE
United States,2016,773,UAE
Unknown supplier(s),1988,,UAE
Unknown supplier(s),1989,,UAE
Unknown supplier(s),1990,,UAE
Unknown supplier(s),1991,,UAE
Unknown supplier(s),1992,,UAE
Unknown supplier(s),1993,,UAE
Unknown supplier(s),1994,,UAE
Unknown supplier(s),1995,,UAE
Unknown supplier(s),1996,,UAE
Unknown supplier(s),1997,,UAE
Unknown supplier(s),1998,,UAE
Unknown supplier(s),1999,,UAE
Unknown supplier(s),2000,,UAE
Unknown supplier(s),2001,,UAE
Unknown supplier(s),2002,,UAE
Unknown supplier(s),2003,,UAE
Unknown supplier(s),2004,1,UAE
Unknown supplier(s),2005,,UAE
Unknown supplier(s),2006,,UAE
Unknown supplier(s),2007,,UAE
Unknown supplier(s),2008,,UAE
Unknown supplier(s),2009,,UAE
Unknown supplier(s),2010,,UAE
Unknown supplier(s),2011,,UAE
Unknown supplier(s),2012,,UAE
Unknown supplier(s),2013,,UAE
Unknown supplier(s),2014,,UAE
Unknown supplier(s),2015,,UAE
Unknown supplier(s),2016,,UAE
Australia,1988,,Yemen
Australia,1989,,Yemen
Australia,1990,,Yemen
Australia,1991,,Yemen
Australia,1992,,Yemen
Australia,1993,,Yemen
Australia,1994,,Yemen
Australia,1995,,Yemen
Australia,1996,,Yemen
Australia,1997,,Yemen
Australia,1998,,Yemen
Australia,1999,,Yemen
Australia,2000,,Yemen
Australia,2001,,Yemen
Australia,2002,,Yemen
Australia,2003,,Yemen
Australia,2004,,Yemen
Australia,2005,49,Yemen
Australia,2006,,Yemen
Australia,2007,,Yemen
Australia,2008,,Yemen
Australia,2009,,Yemen
Australia,2010,,Yemen
Australia,2011,,Yemen
Australia,2012,,Yemen
Australia,2013,,Yemen
Australia,2014,,Yemen
Australia,2015,,Yemen
Australia,2016,,Yemen
Belarus,1988,,Yemen
Belarus,1989,,Yemen
Belarus,1990,,Yemen
Belarus,1991,,Yemen
Belarus,1992,,Yemen
Belarus,1993,,Yemen
Belarus,1994,,Yemen
Belarus,1995,,Yemen
Belarus,1996,,Yemen
Belarus,1997,,Yemen
Belarus,1998,,Yemen
Belarus,1999,,Yemen
Belarus,2000,46,Yemen
Belarus,2001,,Yemen
Belarus,2002,,Yemen
Belarus,2003,,Yemen
Belarus,2004,,Yemen
Belarus,2005,,Yemen
Belarus,2006,,Yemen
Belarus,2007,,Yemen
Belarus,2008,,Yemen
Belarus,2009,,Yemen
Belarus,2010,135,Yemen
Belarus,2011,28,Yemen
Belarus,2012,28,Yemen
Belarus,2013,,Yemen
Belarus,2014,,Yemen
Belarus,2015,,Yemen
Belarus,2016,,Yemen
China,1988,,Yemen
China,1989,,Yemen
China,1990,,Yemen
China,1991,,Yemen
China,1992,,Yemen
China,1993,,Yemen
China,1994,,Yemen
China,1995,150,Yemen
China,1996,,Yemen
China,1997,,Yemen
China,1998,,Yemen
China,1999,,Yemen
China,2000,,Yemen
China,2001,,Yemen
China,2002,,Yemen
China,2003,,Yemen
China,2004,,Yemen
China,2005,,Yemen
China,2006,,Yemen
China,2007,,Yemen
China,2008,,Yemen
China,2009,,Yemen
China,2010,,Yemen
China,2011,,Yemen
China,2012,,Yemen
China,2013,,Yemen
China,2014,,Yemen
China,2015,,Yemen
China,2016,,Yemen
Czech Republic,1988,,Yemen
Czech Republic,1989,,Yemen
Czech Republic,1990,,Yemen
Czech Republic,1991,,Yemen
Czech Republic,1992,,Yemen
Czech Republic,1993,,Yemen
Czech Republic,1994,,Yemen
Czech Republic,1995,,Yemen
Czech Republic,1996,,Yemen
Czech Republic,1997,,Yemen
Czech Republic,1998,,Yemen
Czech Republic,1999,42,Yemen
Czech Republic,2000,58,Yemen
Czech Republic,2001,,Yemen
Czech Republic,2002,23,Yemen
Czech Republic,2003,,Yemen
Czech Republic,2004,,Yemen
Czech Republic,2005,,Yemen
Czech Republic,2006,,Yemen
Czech Republic,2007,,Yemen
Czech Republic,2008,,Yemen
Czech Republic,2009,,Yemen
Czech Republic,2010,2,Yemen
Czech Republic,2011,,Yemen
Czech Republic,2012,,Yemen
Czech Republic,2013,1,Yemen
Czech Republic,2014,,Yemen
Czech Republic,2015,,Yemen
Czech Republic,2016,,Yemen
France,1988,,Yemen
France,1989,,Yemen
France,1990,,Yemen
France,1991,,Yemen
France,1992,,Yemen
France,1993,,Yemen
France,1994,,Yemen
France,1995,,Yemen
France,1996,,Yemen
France,1997,,Yemen
France,1998,1,Yemen
France,1999,1,Yemen
France,2000,,Yemen
France,2001,,Yemen
France,2002,,Yemen
France,2003,,Yemen
France,2004,,Yemen
France,2005,,Yemen
France,2006,,Yemen
France,2007,,Yemen
France,2008,,Yemen
France,2009,,Yemen
France,2010,,Yemen
France,2011,,Yemen
France,2012,,Yemen
France,2013,,Yemen
France,2014,,Yemen
France,2015,,Yemen
France,2016,,Yemen
Italy,1988,,Yemen
Italy,1989,,Yemen
Italy,1990,,Yemen
Italy,1991,,Yemen
Italy,1992,,Yemen
Italy,1993,,Yemen
Italy,1994,,Yemen
Italy,1995,,Yemen
Italy,1996,,Yemen
Italy,1997,,Yemen
Italy,1998,,Yemen
Italy,1999,,Yemen
Italy,2000,,Yemen
Italy,2001,,Yemen
Italy,2002,,Yemen
Italy,2003,,Yemen
Italy,2004,,Yemen
Italy,2005,,Yemen
Italy,2006,,Yemen
Italy,2007,35,Yemen
Italy,2008,35,Yemen
Italy,2009,,Yemen
Italy,2010,,Yemen
Italy,2011,,Yemen
Italy,2012,,Yemen
Italy,2013,,Yemen
Italy,2014,,Yemen
Italy,2015,,Yemen
Italy,2016,,Yemen
Jordan,1988,,Yemen
Jordan,1989,,Yemen
Jordan,1990,,Yemen
Jordan,1991,,Yemen
Jordan,1992,,Yemen
Jordan,1993,,Yemen
Jordan,1994,,Yemen
Jordan,1995,,Yemen
Jordan,1996,,Yemen
Jordan,1997,,Yemen
Jordan,1998,,Yemen
Jordan,1999,,Yemen
Jordan,2000,,Yemen
Jordan,2001,,Yemen
Jordan,2002,,Yemen
Jordan,2003,,Yemen
Jordan,2004,,Yemen
Jordan,2005,,Yemen
Jordan,2006,,Yemen
Jordan,2007,,Yemen
Jordan,2008,,Yemen
Jordan,2009,,Yemen
Jordan,2010,6,Yemen
Jordan,2011,,Yemen
Jordan,2012,,Yemen
Jordan,2013,,Yemen
Jordan,2014,,Yemen
Jordan,2015,,Yemen
Jordan,2016,,Yemen
North Korea,1988,,Yemen
North Korea,1989,,Yemen
North Korea,1990,,Yemen
North Korea,1991,,Yemen
North Korea,1992,,Yemen
North Korea,1993,,Yemen
North Korea,1994,,Yemen
North Korea,1995,,Yemen
North Korea,1996,,Yemen
North Korea,1997,,Yemen
North Korea,1998,,Yemen
North Korea,1999,,Yemen
North Korea,2000,,Yemen
North Korea,2001,53,Yemen
North Korea,2002,26,Yemen
North Korea,2003,,Yemen
North Korea,2004,,Yemen
North Korea,2005,,Yemen
North Korea,2006,,Yemen
North Korea,2007,,Yemen
North Korea,2008,,Yemen
North Korea,2009,,Yemen
North Korea,2010,,Yemen
North Korea,2011,,Yemen
North Korea,2012,,Yemen
North Korea,2013,,Yemen
North Korea,2014,,Yemen
North Korea,2015,,Yemen
North Korea,2016,,Yemen
Poland,1988,,Yemen
Poland,1989,,Yemen
Poland,1990,,Yemen
Poland,1991,,Yemen
Poland,1992,,Yemen
Poland,1993,,Yemen
Poland,1994,,Yemen
Poland,1995,,Yemen
Poland,1996,,Yemen
Poland,1997,,Yemen
Poland,1998,,Yemen
Poland,1999,,Yemen
Poland,2000,,Yemen
Poland,2001,19,Yemen
Poland,2002,20,Yemen
Poland,2003,,Yemen
Poland,2004,,Yemen
Poland,2005,,Yemen
Poland,2006,,Yemen
Poland,2007,,Yemen
Poland,2008,,Yemen
Poland,2009,,Yemen
Poland,2010,,Yemen
Poland,2011,,Yemen
Poland,2012,,Yemen
Poland,2013,,Yemen
Poland,2014,,Yemen
Poland,2015,,Yemen
Poland,2016,,Yemen
Russia,1988,,Yemen
Russia,1989,,Yemen
Russia,1990,,Yemen
Russia,1991,,Yemen
Russia,1992,,Yemen
Russia,1993,,Yemen
Russia,1994,4,Yemen
Russia,1995,,Yemen
Russia,1996,,Yemen
